Postinumero,Postinumeroalueen nimi,Postinumeroalueen pinta-ala,"Asukkaat yhteensä, 2018 (HE)","Miehet, 2018 (HE)","Naiset, 2018 (HE)","Asukkaiden keski-ikä, 2018 (HE)","0-2-vuotiaat, 2018 (HE)","3-6-vuotiaat, 2018 (HE)","Perusasteen suorittaneet, 2018 (KO)","Koulutetut yhteensä, 2018 (KO)","Ylioppilastutkinnon suorittaneet, 2018 (KO)","Ammatillisen tutkinnon suorittaneet, 2018 (KO)","Alemman korkeakoulututkinnon suorittaneet, 2018 (KO)","Ylemmän korkeakoulututkinnon suorittaneet, 2018 (KO)","Asukkaiden keskitulot, 2017 (HR)","Asukkaiden mediaanitulot, 2017 (HR)","Alimpaan tuloluokkaan kuuluvat asukkaat, 2017 (HR)","Keskimmäiseen tuloluokkaan kuuluvat asukkaat, 2017 (HR)","Ylimpään tuloluokkaan kuuluvat asukkaat, 2017 (HR)","Taloudet yhteensä, 2018 (TE)","Talouksien keskikoko, 2018 (TE)","Asumisväljyys, 2018 (TE)","Nuorten yksinasuvien taloudet, 2018 (TE)","Lapsettomat nuorten parien taloudet, 2018 (TE)","Lapsitaloudet, 2018 (TE)","Pienten lasten taloudet, 2018 (TE)","Alle kouluikäisten lasten taloudet, 2018 (TE)","Kouluikäisten lasten taloudet, 2018 (TE)","Teini-ikäisten lasten taloudet, 2018 (TE)","Aikuisten taloudet, 2018 (TE)","Eläkeläisten taloudet, 2018 (TE)","Talouksien keskitulot, 2017 (TR)","Talouksien mediaanitulot, 2017 (TR)","Alimpaan tuloluokkaan kuuluvat taloudet, 2017 (TR)","Keskimmäiseen tuloluokkaan kuuluvat taloudet, 2017 (TR)","Ylimpään tuloluokkaan kuuluvat taloudet, 2017 (TR)","Työpaikat yhteensä, 2017 (TP)","Asukkaat yhteensä, 2017 (PT)","Työlliset, 2017 (PT)","Työttömät, 2017 (PT)","Lapset 0-14 -vuotiaat, 2017 (PT)","Opiskelijat, 2017 (PT)","Eläkeläiset, 2017 (PT)","Muut, 2017 (PT)",postitoimipaikka,postitoimipaikka_sv,lyhenne,lyhenne_sv,alkupvm,loppupvm,postinumerokunta,laaninimi_sv,kuntaalkupvm,elynimi_en,laanikoodi,avinimi_sv,kielisuhdenimi_sv,laaninimi,kuntaryhmanimi_sv,kuntanimi,maakuntanimi_en,avinimi_en,maakuntakoodi,seutukuntakoodi,kuntanimi_en,kuntaryhmanimi_en,elynimi_sv,kielisuhdenimi,seutukuntanimi_en,kuntakoodi,elykoodi,elynimi,kuntanimi_sv,laaninimi_en,seutukuntanimi_sv,kielisuhdekoodi,maakuntanimi,avinimi,kuntaryhmanimi,kuntaloppupvm,kielisuhdenimi_en,avikoodi,seutukuntanimi,maakuntanimi_sv,kuntaryhmakoodi,frequency
51720,Rahula (Mikkeli),72706184,484,254,230,41,13,31,73,297,12,215,45,25,24084,23890,76,218,81,190,"2,5","48,6",4,5,56,13,29,32,22,77,58,46853,46835,31,122,40,66,498,222,23,105,24,113,1159,RAHULA,RAHULA,0,0,1986-01-01,NULL,491,NULL,1990-01-01,South Savo ELY Centre,NULL,Östra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Urbana kommuner,Mikkeli,Etelä-Savo,Eastern Finland AVI,10,101,Mikkeli,Urban municipalities,NTM-centralen i Södra Savolax,Yksikielinen suomenkielinen kunta,NULL,491,7,Etelä-Savon ELY-keskus,St Michel,NULL,S:t Michel,0,Etelä-Savo,Itä-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Monolingual Finnish-speaking municipality,3,Mikkeli,Södra Savolax,1,31
51740,Huuhanaho (Mikkeli),56849189,212,117,95,51,1,8,52,125,7,83,24,11,24054,20616,36,118,27,103,"2,1","51,3",2,4,16,1,6,10,7,36,51,41617,34734,22,68,15,32,224,84,8,36,8,84,1160,HUUHANAHO,HUUHANAHO,0,0,1986-01-01,NULL,491,NULL,1990-01-01,South Savo ELY Centre,NULL,Östra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Urbana kommuner,Mikkeli,Etelä-Savo,Eastern Finland AVI,10,101,Mikkeli,Urban municipalities,NTM-centralen i Södra Savolax,Yksikielinen suomenkielinen kunta,NULL,491,7,Etelä-Savon ELY-keskus,St Michel,NULL,S:t Michel,0,Etelä-Savo,Itä-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Monolingual Finnish-speaking municipality,3,Mikkeli,Södra Savolax,1,8
51760,Nuutilanmäki (Juva),116866524,283,150,133,47,6,5,62,169,8,131,11,19,24265,21402,51,136,48,132,"2,1","53,8",2,3,26,4,8,13,16,55,53,42623,36761,37,66,32,87,295,123,12,43,23,90,1161,NUUTILANMÄKI,NUUTILANMÄKI,0,0,1986-01-01,NULL,178,NULL,1990-01-01,South Savo ELY Centre,NULL,Östra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,NULL,Juva,Etelä-Savo,Eastern Finland AVI,10,105,Juva,NULL,NTM-centralen i Södra Savolax,Yksikielinen suomenkielinen kunta,NULL,178,7,Etelä-Savon ELY-keskus,Juva,NULL,Pieksämäki,0,Etelä-Savo,Itä-Suomen Aluehallintovirasto,NULL,NULL,Monolingual Finnish-speaking municipality,3,Pieksämäki,Södra Savolax,NULL,5
51780,Kuosmala (Juva),73035182,126,72,54,56,1,2,39,76,1,55,11,9,22280,19433,29,64,23,67,"1,9","53,9",0,2,8,1,2,5,3,18,44,39158,32061,18,36,12,16,126,52,2,10,2,60,1162,KUOSMALA,KUOSMALA,0,0,1986-01-01,NULL,178,NULL,1990-01-01,South Savo ELY Centre,NULL,Östra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,NULL,Juva,Etelä-Savo,Eastern Finland AVI,10,105,Juva,NULL,NTM-centralen i Södra Savolax,Yksikielinen suomenkielinen kunta,NULL,178,7,Etelä-Savon ELY-keskus,Juva,NULL,Pieksämäki,0,Etelä-Savo,Itä-Suomen Aluehallintovirasto,NULL,NULL,Monolingual Finnish-speaking municipality,3,Pieksämäki,Södra Savolax,NULL,2
51810,Maivala (Juva),36558776,143,76,67,49,3,4,39,81,6,65,5,5,20756,17286,45,59,18,70,"2,0","51,9",1,0,13,2,5,8,5,25,33,36163,28778,25,36,10,47,149,56,5,23,8,53,1163,MAIVALA,MAIVALA,0,0,1986-01-01,NULL,178,NULL,1990-01-01,South Savo ELY Centre,NULL,Östra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,NULL,Juva,Etelä-Savo,Eastern Finland AVI,10,105,Juva,NULL,NTM-centralen i Södra Savolax,Yksikielinen suomenkielinen kunta,NULL,178,7,Etelä-Savon ELY-keskus,Juva,NULL,Pieksämäki,0,Etelä-Savo,Itä-Suomen Aluehallintovirasto,NULL,NULL,Monolingual Finnish-speaking municipality,3,Pieksämäki,Södra Savolax,NULL,4
51820,Hatsola (Juva),87299552,269,140,129,49,3,7,63,166,2,128,18,18,23129,20301,68,123,43,131,"2,1","54,2",3,1,20,3,8,13,10,61,51,40901,35627,37,70,26,47,273,114,17,34,7,92,1164,HATSOLA,HATSOLA,0,0,1986-01-01,NULL,178,NULL,1990-01-01,South Savo ELY Centre,NULL,Östra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,NULL,Juva,Etelä-Savo,Eastern Finland AVI,10,105,Juva,NULL,NTM-centralen i Södra Savolax,Yksikielinen suomenkielinen kunta,NULL,178,7,Etelä-Savon ELY-keskus,Juva,NULL,Pieksämäki,0,Etelä-Savo,Itä-Suomen Aluehallintovirasto,NULL,NULL,Monolingual Finnish-speaking municipality,3,Pieksämäki,Södra Savolax,NULL,7
51850,Vuorenmaa (Juva),101630511,187,104,83,51,3,5,56,106,3,82,13,8,21980,18612,53,94,26,91,"2,0","55,6",5,0,11,2,4,7,5,35,45,38379,31343,29,49,20,27,201,86,7,24,7,76,1165,VUORENMAA,VUORENMAA,0,0,1986-01-01,NULL,178,NULL,1990-01-01,South Savo ELY Centre,NULL,Östra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,NULL,Juva,Etelä-Savo,Eastern Finland AVI,10,105,Juva,NULL,NTM-centralen i Södra Savolax,Yksikielinen suomenkielinen kunta,NULL,178,7,Etelä-Savon ELY-keskus,Juva,NULL,Pieksämäki,0,Etelä-Savo,Itä-Suomen Aluehallintovirasto,NULL,NULL,Monolingual Finnish-speaking municipality,3,Pieksämäki,Södra Savolax,NULL,5
51860,Narila (Juva),23919167,68,39,29,49,3,1,20,37,0,32,3,2,24485,22552,8,36,12,34,"2,0","53,3",0,0,6,2,2,3,2,11,17,42001,39590,6,21,6,12,67,30,1,9,2,24,1166,NARILA,NARILA,0,0,1986-01-01,NULL,178,NULL,1990-01-01,South Savo ELY Centre,NULL,Östra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,NULL,Juva,Etelä-Savo,Eastern Finland AVI,10,105,Juva,NULL,NTM-centralen i Södra Savolax,Yksikielinen suomenkielinen kunta,NULL,178,7,Etelä-Savon ELY-keskus,Juva,NULL,Pieksämäki,0,Etelä-Savo,Itä-Suomen Aluehallintovirasto,NULL,NULL,Monolingual Finnish-speaking municipality,3,Pieksämäki,Södra Savolax,NULL,1
51880,Koikkala (Juva),109061908,232,124,108,51,6,4,56,139,6,107,11,15,22436,17816,64,95,38,109,"2,1","53,2",0,1,20,5,7,9,12,32,58,39616,30854,37,59,15,40,237,85,10,32,18,87,1167,KOIKKALA,KOIKKALA,0,0,1986-01-01,NULL,178,NULL,1990-01-01,South Savo ELY Centre,NULL,Östra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,NULL,Juva,Etelä-Savo,Eastern Finland AVI,10,105,Juva,NULL,NTM-centralen i Södra Savolax,Yksikielinen suomenkielinen kunta,NULL,178,7,Etelä-Savon ELY-keskus,Juva,NULL,Pieksämäki,0,Etelä-Savo,Itä-Suomen Aluehallintovirasto,NULL,NULL,Monolingual Finnish-speaking municipality,3,Pieksämäki,Södra Savolax,NULL,4
51890,Risulahti (Juva),93540607,78,37,41,51,1,1,18,50,3,39,5,3,24357,21130,20,34,18,36,"2,2","60,1",2,2,5,1,1,1,4,16,16,47527,42697,7,19,11,35,82,38,5,7,6,25,1168,RISULAHTI,RISULAHTI,0,0,1986-01-01,NULL,178,NULL,1990-01-01,South Savo ELY Centre,NULL,Östra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,NULL,Juva,Etelä-Savo,Eastern Finland AVI,10,105,Juva,NULL,NTM-centralen i Södra Savolax,Yksikielinen suomenkielinen kunta,NULL,178,7,Etelä-Savon ELY-keskus,Juva,NULL,Pieksämäki,0,Etelä-Savo,Itä-Suomen Aluehallintovirasto,NULL,NULL,Monolingual Finnish-speaking municipality,3,Pieksämäki,Södra Savolax,NULL,1
51900,Juva Keskus (Juva),470394907,4297,2072,2225,51,83,140,1181,2480,98,1948,276,158,21086,18497,909,2386,413,2317,"1,8","45,2",153,43,356,74,158,156,154,844,1133,33495,26558,810,1269,240,1482,4368,1539,218,520,225,1764,1169,JUVA,JUVA,0,0,1988-11-01,NULL,178,NULL,1990-01-01,South Savo ELY Centre,NULL,Östra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,NULL,Juva,Etelä-Savo,Eastern Finland AVI,10,105,Juva,NULL,NTM-centralen i Södra Savolax,Yksikielinen suomenkielinen kunta,NULL,178,7,Etelä-Savon ELY-keskus,Juva,NULL,Pieksämäki,0,Etelä-Savo,Itä-Suomen Aluehallintovirasto,NULL,NULL,Monolingual Finnish-speaking municipality,3,Pieksämäki,Södra Savolax,NULL,140
51930,Paatela (Juva),58397146,165,93,72,46,2,4,40,91,0,75,12,4,22864,21390,33,74,21,72,"2,3","46,7",1,2,16,1,4,8,10,27,31,42566,39798,14,44,11,36,162,69,6,29,8,48,1170,PAATELA,PAATELA,0,0,1986-01-01,NULL,178,NULL,1990-01-01,South Savo ELY Centre,NULL,Östra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,NULL,Juva,Etelä-Savo,Eastern Finland AVI,10,105,Juva,NULL,NTM-centralen i Södra Savolax,Yksikielinen suomenkielinen kunta,NULL,178,7,Etelä-Savon ELY-keskus,Juva,NULL,Pieksämäki,0,Etelä-Savo,Itä-Suomen Aluehallintovirasto,NULL,NULL,Monolingual Finnish-speaking municipality,3,Pieksämäki,Södra Savolax,NULL,4
51940,Härkälä (Juva),43965424,119,70,49,48,7,3,26,74,3,58,7,6,21980,18537,31,54,17,59,"2,0","57,3",2,0,10,5,6,4,3,24,25,38015,30726,20,27,12,10,122,48,5,16,7,38,1171,HÄRKÄLÄ,HÄRKÄLÄ,0,0,1986-01-01,NULL,178,NULL,1990-01-01,South Savo ELY Centre,NULL,Östra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,NULL,Juva,Etelä-Savo,Eastern Finland AVI,10,105,Juva,NULL,NTM-centralen i Södra Savolax,Yksikielinen suomenkielinen kunta,NULL,178,7,Etelä-Savon ELY-keskus,Juva,NULL,Pieksämäki,0,Etelä-Savo,Itä-Suomen Aluehallintovirasto,NULL,NULL,Monolingual Finnish-speaking municipality,3,Pieksämäki,Södra Savolax,NULL,3
51980,Lauteala (Juva),126932344,227,130,97,52,3,8,59,138,6,108,15,9,23417,19596,58,103,32,105,"2,2","59,5",2,0,13,3,7,5,8,42,52,44139,33790,28,52,23,47,223,95,7,21,11,81,1172,LAUTEALA,LAUTEALA,0,0,1986-01-01,NULL,178,NULL,1990-01-01,South Savo ELY Centre,NULL,Östra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,NULL,Juva,Etelä-Savo,Eastern Finland AVI,10,105,Juva,NULL,NTM-centralen i Södra Savolax,Yksikielinen suomenkielinen kunta,NULL,178,7,Etelä-Savon ELY-keskus,Juva,NULL,Pieksämäki,0,Etelä-Savo,Itä-Suomen Aluehallintovirasto,NULL,NULL,Monolingual Finnish-speaking municipality,3,Pieksämäki,Södra Savolax,NULL,8
52100,Anttola (Mikkeli),307539631,1430,702,728,51,21,48,346,870,31,660,95,84,21962,19977,251,796,166,726,"2,0","49,3",15,10,121,18,48,53,61,231,377,36569,31266,204,431,93,242,1438,526,75,180,70,563,1173,ANTTOLA,ANTTOLA,0,0,1988-11-01,NULL,491,NULL,1990-01-01,South Savo ELY Centre,NULL,Östra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Urbana kommuner,Mikkeli,Etelä-Savo,Eastern Finland AVI,10,101,Mikkeli,Urban municipalities,NTM-centralen i Södra Savolax,Yksikielinen suomenkielinen kunta,NULL,491,7,Etelä-Savon ELY-keskus,St Michel,NULL,S:t Michel,0,Etelä-Savo,Itä-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Monolingual Finnish-speaking municipality,3,Mikkeli,Södra Savolax,1,48
52110,Majavesi (Mikkeli),67797912,405,219,186,45,22,21,75,246,8,193,28,17,23693,22558,69,190,61,173,"2,3","49,8",2,4,42,18,26,19,11,60,75,44593,40592,29,107,35,54,395,168,18,65,22,117,1174,MAJAVESI,MAJAVESI,0,0,2000-05-01,NULL,491,NULL,1990-01-01,South Savo ELY Centre,NULL,Östra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Urbana kommuner,Mikkeli,Etelä-Savo,Eastern Finland AVI,10,101,Mikkeli,Urban municipalities,NTM-centralen i Södra Savolax,Yksikielinen suomenkielinen kunta,NULL,491,7,Etelä-Savon ELY-keskus,St Michel,NULL,S:t Michel,0,Etelä-Savo,Itä-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Monolingual Finnish-speaking municipality,3,Mikkeli,Södra Savolax,1,21
52150,Hauhala (Mikkeli),57466541,130,70,60,57,1,2,31,89,3,70,9,7,25114,20482,28,68,27,64,"2,0","56,5",4,0,6,1,2,1,5,26,33,46286,31299,9,42,16,11,135,57,3,7,6,58,1175,HAUHALA,HAUHALA,0,0,1987-09-01,NULL,491,NULL,1990-01-01,South Savo ELY Centre,NULL,Östra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Urbana kommuner,Mikkeli,Etelä-Savo,Eastern Finland AVI,10,101,Mikkeli,Urban municipalities,NTM-centralen i Södra Savolax,Yksikielinen suomenkielinen kunta,NULL,491,7,Etelä-Savon ELY-keskus,St Michel,NULL,S:t Michel,0,Etelä-Savo,Itä-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Monolingual Finnish-speaking municipality,3,Mikkeli,Södra Savolax,1,2
52200,Puumala Keskus (Puumala),777306758,1800,901,899,55,15,29,525,1083,65,817,116,85,21856,18893,430,974,222,977,"1,8","51,5",23,12,102,13,31,48,55,327,551,35785,28973,298,552,128,499,1818,604,84,152,75,866,1176,PUUMALA,PUUMALA,0,0,1988-11-01,NULL,623,NULL,1990-01-01,South Savo ELY Centre,NULL,Östra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Landsbygdskommuner,Puumala,Etelä-Savo,Eastern Finland AVI,10,101,Puumala,Rural municipalities,NTM-centralen i Södra Savolax,Yksikielinen suomenkielinen kunta,NULL,623,7,Etelä-Savon ELY-keskus,Puumala,NULL,S:t Michel,0,Etelä-Savo,Itä-Suomen Aluehallintovirasto,Maaseutumaiset kunnat,NULL,Monolingual Finnish-speaking municipality,3,Mikkeli,Södra Savolax,3,29
52230,Hurissalo (Puumala),237288844,221,114,107,55,2,3,65,139,5,109,16,9,21825,17273,71,99,35,110,"2,0","57,5",1,2,10,1,4,1,6,39,62,40330,33541,36,53,22,43,222,99,15,13,6,82,1177,HURISSALO,HURISSALO,0,0,1986-01-01,NULL,623,NULL,1990-01-01,South Savo ELY Centre,NULL,Östra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Landsbygdskommuner,Puumala,Etelä-Savo,Eastern Finland AVI,10,101,Puumala,Rural municipalities,NTM-centralen i Södra Savolax,Yksikielinen suomenkielinen kunta,NULL,623,7,Etelä-Savon ELY-keskus,Puumala,NULL,S:t Michel,0,Etelä-Savo,Itä-Suomen Aluehallintovirasto,Maaseutumaiset kunnat,NULL,Monolingual Finnish-speaking municipality,3,Mikkeli,Södra Savolax,3,3
52270,Ryhälä (Puumala),35761836,39,18,21,61,0,0,15,24,1,18,2,3,19659,17210,11,21,5,21,,,,,,,,,,,,,,,,,4,37,13,2,0,0,21,1178,RYHÄLÄ,RYHÄLÄ,0,0,1990-01-01,NULL,623,NULL,1990-01-01,South Savo ELY Centre,NULL,Östra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Landsbygdskommuner,Puumala,Etelä-Savo,Eastern Finland AVI,10,101,Puumala,Rural municipalities,NTM-centralen i Södra Savolax,Yksikielinen suomenkielinen kunta,NULL,623,7,Etelä-Savon ELY-keskus,Puumala,NULL,S:t Michel,0,Etelä-Savo,Itä-Suomen Aluehallintovirasto,Maaseutumaiset kunnat,NULL,Monolingual Finnish-speaking municipality,3,Mikkeli,Södra Savolax,3,0
52300,Ristiina Keskus (Mikkeli),205258426,2898,1395,1503,48,62,101,676,1702,68,1267,227,140,22925,20502,469,1543,383,1427,"2,0","46,1",61,27,281,53,108,133,134,517,633,38127,31827,373,866,189,483,2933,1110,136,424,190,1001,1179,RISTIINA,RISTIINA,0,0,1988-11-01,NULL,491,NULL,1990-01-01,South Savo ELY Centre,NULL,Östra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Urbana kommuner,Mikkeli,Etelä-Savo,Eastern Finland AVI,10,101,Mikkeli,Urban municipalities,NTM-centralen i Södra Savolax,Yksikielinen suomenkielinen kunta,NULL,491,7,Etelä-Savon ELY-keskus,St Michel,NULL,S:t Michel,0,Etelä-Savo,Itä-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Monolingual Finnish-speaking municipality,3,Mikkeli,Södra Savolax,1,101
52320,Vitsiälä (Mikkeli),35687572,355,176,179,43,17,11,56,224,10,159,35,20,24927,22350,52,166,57,156,"2,3","46,0",4,4,42,16,22,21,13,64,53,44375,40161,34,92,29,93,348,157,10,64,18,89,1180,VITSIÄLÄ,VITSIÄLÄ,0,0,1986-01-01,NULL,491,NULL,1990-01-01,South Savo ELY Centre,NULL,Östra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Urbana kommuner,Mikkeli,Etelä-Savo,Eastern Finland AVI,10,101,Mikkeli,Urban municipalities,NTM-centralen i Södra Savolax,Yksikielinen suomenkielinen kunta,NULL,491,7,Etelä-Savon ELY-keskus,St Michel,NULL,S:t Michel,0,Etelä-Savo,Itä-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Monolingual Finnish-speaking municipality,3,Mikkeli,Södra Savolax,1,11
52330,Heimari (Mikkeli),5601943,49,29,20,52,0,3,12,31,0,26,4,1,24743,19647,9,28,10,25,,,,,,,,,,,,,,,,,6,53,25,2,6,1,18,1181,HEIMARI,HEIMARI,0,0,1986-01-01,NULL,491,NULL,1990-01-01,South Savo ELY Centre,NULL,Östra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Urbana kommuner,Mikkeli,Etelä-Savo,Eastern Finland AVI,10,101,Mikkeli,Urban municipalities,NTM-centralen i Södra Savolax,Yksikielinen suomenkielinen kunta,NULL,491,7,Etelä-Savon ELY-keskus,St Michel,NULL,S:t Michel,0,Etelä-Savo,Itä-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Monolingual Finnish-speaking municipality,3,Mikkeli,Södra Savolax,1,3
52340,Hangastenmaa (Mikkeli),82803086,200,107,93,51,7,4,45,126,3,104,14,5,23464,20209,30,112,29,102,"2,0","51,3",4,2,16,6,7,6,8,36,50,39470,34748,27,54,21,47,199,89,3,21,9,74,1182,HANGASTENMAA,HANGASTENMAA,0,0,1986-01-01,NULL,491,NULL,1990-01-01,South Savo ELY Centre,NULL,Östra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Urbana kommuner,Mikkeli,Etelä-Savo,Eastern Finland AVI,10,101,Mikkeli,Urban municipalities,NTM-centralen i Södra Savolax,Yksikielinen suomenkielinen kunta,NULL,491,7,Etelä-Savon ELY-keskus,St Michel,NULL,S:t Michel,0,Etelä-Savo,Itä-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Monolingual Finnish-speaking municipality,3,Mikkeli,Södra Savolax,1,4
52360,Someenjärvi (Mikkeli),83078314,92,56,36,58,2,0,30,54,1,44,5,4,20166,15793,32,40,13,48,"1,9","56,1",0,0,5,2,2,1,2,12,33,35060,25683,22,19,8,6,93,31,3,5,3,49,1183,SOMEENJÄRVI,SOMEENJÄRVI,0,0,1986-01-01,NULL,491,NULL,1990-01-01,South Savo ELY Centre,NULL,Östra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Urbana kommuner,Mikkeli,Etelä-Savo,Eastern Finland AVI,10,101,Mikkeli,Urban municipalities,NTM-centralen i Södra Savolax,Yksikielinen suomenkielinen kunta,NULL,491,7,Etelä-Savon ELY-keskus,St Michel,NULL,S:t Michel,0,Etelä-Savo,Itä-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Monolingual Finnish-speaking municipality,3,Mikkeli,Södra Savolax,1,0
52420,Pellosniemi (Mikkeli),221167964,615,343,272,50,13,18,186,349,16,290,30,13,19327,17183,173,349,49,336,"1,8","45,9",34,1,45,13,22,21,15,148,146,31115,26279,137,189,29,677,652,198,54,64,31,273,1184,PELLOSNIEMI,PELLOSNIEMI,0,0,1998-04-01,NULL,491,NULL,1990-01-01,South Savo ELY Centre,NULL,Östra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Urbana kommuner,Mikkeli,Etelä-Savo,Eastern Finland AVI,10,101,Mikkeli,Urban municipalities,NTM-centralen i Södra Savolax,Yksikielinen suomenkielinen kunta,NULL,491,7,Etelä-Savon ELY-keskus,St Michel,NULL,S:t Michel,0,Etelä-Savo,Itä-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Monolingual Finnish-speaking municipality,3,Mikkeli,Södra Savolax,1,18
52510,Hietanen (Hirvensalmi),162463840,503,276,227,46,20,18,119,289,13,226,35,15,20494,18504,124,226,55,237,"2,1","48,8",2,2,45,17,24,21,20,77,115,35176,32499,69,143,26,52,496,173,37,76,26,172,1185,HIETANEN,HIETANEN,0,0,1988-11-01,NULL,491,NULL,1990-01-01,South Savo ELY Centre,NULL,Östra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Urbana kommuner,Mikkeli,Etelä-Savo,Eastern Finland AVI,10,101,Mikkeli,Urban municipalities,NTM-centralen i Södra Savolax,Yksikielinen suomenkielinen kunta,NULL,491,7,Etelä-Savon ELY-keskus,St Michel,NULL,S:t Michel,0,Etelä-Savo,Itä-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Monolingual Finnish-speaking municipality,3,Mikkeli,Södra Savolax,1,18
52520,Syväsmäki (Hirvensalmi),38038226,154,81,73,44,5,11,37,91,5,65,17,4,24485,20189,38,75,19,68,"2,3","46,3",3,2,16,4,8,4,6,28,24,46971,37941,17,42,10,24,160,66,7,23,16,44,1186,SYVÄSMÄKI,SYVÄSMÄKI,0,0,1986-01-01,NULL,097,NULL,1990-01-01,South Savo ELY Centre,NULL,Östra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Landsbygdskommuner,Hirvensalmi,Etelä-Savo,Eastern Finland AVI,10,101,Hirvensalmi,Rural municipalities,NTM-centralen i Södra Savolax,Yksikielinen suomenkielinen kunta,NULL,97,7,Etelä-Savon ELY-keskus,Hirvensalmi,NULL,S:t Michel,0,Etelä-Savo,Itä-Suomen Aluehallintovirasto,Maaseutumaiset kunnat,NULL,Monolingual Finnish-speaking municipality,3,Mikkeli,Södra Savolax,3,11
52550,Hirvensalmi Keskus (Hirvensalmi),442625631,1476,749,727,55,26,28,480,840,39,656,91,54,21720,17678,385,807,176,838,"1,8","49,6",17,10,87,23,38,38,36,318,438,34102,27133,320,447,105,422,1555,487,96,142,84,704,1187,HIRVENSALMI,HIRVENSALMI,0,0,1988-11-01,NULL,097,NULL,1990-01-01,South Savo ELY Centre,NULL,Östra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Landsbygdskommuner,Hirvensalmi,Etelä-Savo,Eastern Finland AVI,10,101,Hirvensalmi,Rural municipalities,NTM-centralen i Södra Savolax,Yksikielinen suomenkielinen kunta,NULL,97,7,Etelä-Savon ELY-keskus,Hirvensalmi,NULL,S:t Michel,0,Etelä-Savo,Itä-Suomen Aluehallintovirasto,Maaseutumaiset kunnat,NULL,Monolingual Finnish-speaking municipality,3,Mikkeli,Södra Savolax,3,28
52610,Tuukkalanlahti (Hirvensalmi),50337525,115,58,57,52,1,4,36,63,3,51,5,4,19484,17687,31,58,8,60,"1,9","47,6",0,0,6,1,3,3,3,24,31,32796,28667,22,30,6,26,114,42,6,13,8,42,1188,TUUKKALA,TUUKKALA,0,0,1986-01-01,NULL,097,NULL,1990-01-01,South Savo ELY Centre,NULL,Östra Finlands Regionalförvaltningsverk,Enspråkigt finska kommuner,NULL,Landsbygdskommuner,Hirvensalmi,Etelä-Savo,Eastern Finland AVI,10,101,Hirvensalmi,Rural municipalities,NTM-centralen i Södra Savolax,Yksikielinen suomenkielinen kunta,NULL,97,7,Etelä-Savon ELY-keskus,Hirvensalmi,NULL,S:t Michel,0,Etelä-Savo,Itä-Suomen Aluehallintovirasto,Maaseutumaiset kunnat,NULL,Monolingual Finnish-speaking municipality,3,Mikkeli,Södra Savolax,3,4
